,Time(s),pressure_drop,labels
0,0.0,0.012499999999996292,182.1
1,0.1,-0.3500000000000031,182.0
2,0.2,0.39374999999999793,181.9
3,0.3,0.8687500000000015,181.9
4,0.4,-0.15625000000000178,181.6
5,0.5,0.13749999999999674,181.6
6,0.6,0.8062499999999986,181.4
7,0.7,0.1812499999999997,181.5
8,0.8,-0.1562499999999991,181.3
9,0.9,0.46250000000000147,181.2
10,1.0,0.9312499999999989,181.1
11,1.1,0.587500000000002,181.0
12,1.2,0.2187500000000019,180.8
13,1.3,0.8000000000000004,180.8
14,1.4,0.050000000000001266,180.6
15,1.5,0.6062499999999992,180.7
16,1.6,0.8687500000000016,180.5
17,1.7,-0.4812499999999935,180.4
18,1.8,0.4937500000000006,180.3
19,1.9,0.9999999999999972,180.3
20,2.0,0.7999999999999976,180.1
21,2.1,-0.049999999999995826,180.0
22,2.2,0.7562500000000025,179.9
23,2.3,0.9687499999999983,179.8
24,2.4,0.7375000000000032,179.6
25,2.5,-0.2062500000000002,179.7
26,2.6,0.23124999999999818,179.5
27,2.7,0.6187500000000005,179.4
28,2.8,0.9437500000000005,179.2
29,2.9,0.8749999999999996,179.2
30,3.0,-0.1812500000000024,179.1
31,3.1,0.15000000000000369,179.0
32,3.2,0.40624999999999967,178.8
33,3.3,0.8812499999999978,178.9
34,3.4,0.39999999999999897,178.7
35,3.5,0.03749999999999959,178.6
36,3.6,0.025000000000003686,178.4
37,3.7,0.34999999999999776,178.5
38,3.8,0.7437499999999956,178.3
39,3.9,0.6937500000000022,178.2
40,4.0,-0.3312500000000006,178.1
41,4.1,0.1562499999999991,178.1
42,4.2,0.4999999999999958,177.9
43,4.3,0.962500000000003,177.8
44,4.4,-0.06250000000000022,177.7
45,4.5,-0.11874999999999952,177.6
46,4.6,0.21249999999999558,177.4
47,4.7,0.8625000000000007,177.4
48,4.8,0.8250000000000012,177.3
49,4.9,0.20625000000000027,177.2
50,5.0,0.3937499999999984,177.0
51,5.1,0.9000000000000002,177.1
52,5.2,0.8062499999999987,176.9
53,5.3,-0.31250000000000355,176.8
54,5.4,0.6124999999999999,176.7
55,5.5,0.9562500000000023,176.6
56,5.6,-0.1499999999999983,176.4
57,5.7,-0.018749999999997047,176.4
58,5.8,0.1562499999999991,176.3
59,5.9,0.912500000000002,176.2
60,6.0,0.5937500000000002,176.1
61,6.1,-0.21250000000000657,176.0
62,6.2,0.18750000000000333,175.9
63,6.3,0.47499999999999787,175.8
64,6.4,0.8812499999999976,175.7
65,6.5,0.16875000000000084,175.6
66,6.6,0.8750000000000023,175.5
67,6.7,-0.256249999999996,175.4
68,6.8,0.22499999999999742,175.2
69,6.9,0.7500000000000018,175.3
70,7.0,0.9812500000000001,175.1
71,7.1,-0.2437499999999998,175.0
72,7.2,0.4874999999999996,174.9
73,7.3,0.22499999999999998,174.8
74,7.4,0.30000000000000204,174.8
75,7.5,0.8625000000000005,174.9
76,7.6,-0.2749999999999986,174.5
77,7.7,0.5124999999999976,174.4
78,7.8,0.018750000000002515,174.3
79,7.9,0.993749999999996,174.2
80,8.0,-0.32500000000000506,174.0
81,8.1,1.0500000000000038,174.1
82,8.2,-0.2812500000000047,173.9
83,8.3,0.9374999999999997,173.8
84,8.4,0.03749999999999687,173.7
85,8.5,0.3062500000000028,173.6
86,8.6,0.8749999999999996,173.5
87,8.7,-0.21874999999999656,173.4
88,8.8,1.0000000000000027,173.3
89,8.9,-0.10625000000000051,173.2
90,9.0,0.25000000000000067,173.0
91,9.1,1.0250000000000004,173.1
92,9.2,-0.2812500000000049,172.8
93,9.3,0.30624999999999736,172.8
94,9.4,1.0562500000000048,172.7
95,9.5,-0.14999999999999822,172.6
96,9.6,0.27500000000000413,172.5
97,9.7,0.9250000000000034,172.4
98,9.8,-0.33750000000000147,172.3
99,9.9,0.6750000000000083,172.2
100,10.0,-0.09375000000000433,172.1
101,10.1,0.46875000000000255,172.0
102,10.2,0.7125000000000025,171.9
103,10.3,0.2124999999999957,171.9
104,10.4,1.0250000000000006,171.6
105,10.5,-0.125000000000003,171.7
106,10.6,0.5687499999999996,171.5
107,10.7,0.6624999999999958,171.4
108,10.8,0.2437499999999997,171.3
109,10.9,0.07500000000000462,171.3
110,11.0,0.5812500000000014,171.0
111,11.1,-0.1750000000000015,171.1
112,11.2,0.6687500000000017,170.9
113,11.3,0.8812500000000004,170.9
114,11.4,0.20625000000000038,170.7
115,11.5,1.0499999999999985,170.6
116,11.6,-0.2999999999999965,170.5
117,11.7,0.69375,170.4
118,11.8,0.9687500000000013,170.3
119,11.9,-0.08750000000000069,170.2
120,12.0,0.7937499999999971,170.1
121,12.1,1.381249999999999,170.0
122,12.2,-0.32499999999999424,169.9
123,12.3,0.12500000000000588,169.9
124,12.4,0.8187500000000004,169.7
125,12.5,0.912499999999999,169.6
126,12.6,0.13750000000000184,169.5
127,12.7,1.1124999999999958,169.6
128,12.8,-0.1124999999999986,169.4
129,12.9,1.087499999999998,169.2
130,13.0,-0.062499999999997446,168.9
131,13.1,0.4312499999999978,168.9
132,13.2,1.2375000000000016,169.2
133,13.3,-0.14375000000000016,168.8
134,13.4,0.2312500000000035,168.7
135,13.5,0.9562499999999995,168.5
136,13.6,-0.23125000000000367,168.6
137,13.7,1.0000000000000022,168.4
138,13.8,-0.07500000000000451,168.3
139,13.9,0.9749999999999993,168.2
140,14.0,-0.15624999999999908,168.1
141,14.1,0.5562499999999979,168.0
142,14.2,0.8312499999999967,168.0
143,14.3,0.6249999999999962,168.0
144,14.4,1.0374999999999965,167.9
145,14.5,0.08124999999999993,167.6
146,14.6,0.91875,167.5
147,14.7,0.08124999999999982,167.4
148,14.8,0.9937499999999964,167.3
149,14.9,0.4125000000000004,167.1
150,15.0,0.9500000000000045,167.1
151,15.1,0.1562499999999991,167.0
152,15.2,0.9625000000000031,166.9
153,15.3,1.0624999999999973,166.7
154,15.4,-0.06874999999999831,166.8
155,15.5,0.5375000000000005,166.5
156,15.6,0.3062500000000028,166.5
157,15.7,0.30624999999999725,166.4
158,15.8,1.012499999999996,166.3
159,15.9,-0.17500000000000163,166.1
160,16.0,0.3750000000000011,166.2
161,16.1,1.1937500000000012,166.0
162,16.2,0.09999999999999976,165.9
163,16.3,-0.318749999999999,165.8
164,16.4,0.3999999999999988,165.7
165,16.5,0.943750000000006,165.5
166,16.6,1.1375000000000046,165.5
167,16.7,0.20625000000000038,165.4
168,16.8,-0.3312500000000006,165.3
169,16.9,0.6750000000000026,165.2
170,17.0,0.9999999999999971,165.1
171,17.1,-0.21874999999999648,164.9
172,17.2,0.3750000000000011,164.9
173,17.3,0.7875000000000069,164.4
174,17.4,0.8812500000000008,164.4
175,17.5,-0.09375000000000167,164.7
176,17.6,0.8687500000000015,164.4
177,17.7,0.8375000000000004,164.4
178,17.8,-0.2875000000000003,164.3
179,17.9,0.7875000000000018,164.2
180,18.0,1.0562500000000048,164.1
181,18.1,0.0437500000000004,164.0
182,18.2,-0.07499999999999918,163.9
183,18.3,1.0437499999999975,163.6
184,18.4,0.0374999999999941,163.8
185,18.5,1.1125000000000016,163.6
186,18.6,-0.3062499999999972,163.3
187,18.7,0.7624999999999982,163.4
188,18.8,0.2562499999999963,163.4
189,18.9,0.23124999999999818,163.4
190,19.0,0.9874999999999983,162.8
191,19.1,-0.2437499999999998,163.0
192,19.2,0.43749999999999856,162.8
193,19.3,0.8187500000000033,162.8
194,19.4,0.2437499999999999,162.7
195,19.5,0.8312500000000019,162.6
196,19.6,0.23749999999999882,162.6
197,19.7,0.7062499999999992,162.6
198,19.8,0.3812499999999964,162.2
199,19.9,0.07499999999999918,162.2
200,20.0,1.125000000000003,162.1
201,20.1,-0.12500000000000577,162.0
202,20.2,0.9312499999999988,161.8
203,20.3,0.4687499999999972,161.8
204,20.4,-0.0875000000000008,161.7
205,20.5,1.012499999999999,161.9
206,20.6,0.18750000000000355,161.5
207,20.7,0.48749999999999694,161.4
208,20.8,0.38750000000000256,161.2
209,20.9,-0.137500000000002,161.2
210,21.0,1.2187499999999991,161.1
211,21.1,0.062499999999997446,161.0
212,21.2,0.8062500000000014,160.9
213,21.3,0.40624999999999956,160.8
214,21.4,0.1937500000000013,160.7
215,21.5,0.9125000000000019,160.6
216,21.6,0.0,160.5
217,21.7,0.9750000000000021,160.4
218,21.8,0.6187500000000008,160.3
219,21.9,-0.06875000000000098,160.2
220,22.0,1.0562499999999992,160.0
221,22.1,0.6375000000000035,160.0
222,22.2,0.19375000000000409,159.9
223,22.3,-0.1312500000000011,159.9
224,22.4,1.1187500000000021,159.7
225,22.5,0.26875000000000315,159.6
226,22.6,0.27499999999999847,159.6
227,22.7,1.0749999999999962,159.0
228,22.8,-0.012499999999996292,159.3
229,22.9,0.8125000000000022,159.0
230,23.0,0.7437500000000068,159.0
231,23.1,-0.2812500000000048,159.1
232,23.2,1.0187499999999996,158.9
233,23.3,0.3124999999999981,159.1
234,23.4,0.006250000000006306,159.1
235,23.5,1.0249999999999955,158.3
236,23.6,-0.16249999999999992,158.5
237,23.7,0.9749999999999992,158.3
238,23.8,0.28124999999999944,158.5
239,23.9,1.1750000000000018,158.2
240,24.0,0.5812500000000012,158.1
241,24.1,-0.0875000000000008,157.9
242,24.2,1.0374999999999965,157.9
243,24.3,0.07500000000000451,157.8
244,24.4,1.0749999999999962,157.5
245,24.5,0.3625000000000047,157.5
246,24.6,0.69375,157.5
247,24.7,1.1812499999999995,157.4
248,24.8,0.6187500000000005,157.3
249,24.9,-0.21249999999999572,157.2
250,25.0,1.0562499999999992,157.1
251,25.1,0.8250000000000007,157.0
252,25.2,-0.16249999999999987,156.5
253,25.3,1.2249999999999999,156.8
254,25.4,0.218750000000002,156.6
255,25.5,0.9812500000000027,156.7
256,25.6,0.4437499999999991,156.6
257,25.7,0.11874999999999958,156.4
258,25.8,0.7500000000000018,156.7
259,25.9,-0.23750000000000449,156.2
260,26.0,0.9374999999999997,156.1
261,26.1,0.7312499999999995,155.9
262,26.2,0.25000000000000067,155.9
263,26.3,0.37499999999999556,155.7
264,26.4,0.9562499999999968,155.7
265,26.5,-0.1999999999999994,155.6
266,26.6,1.0250000000000004,155.5
267,26.7,0.19375000000000409,155.4
268,26.8,0.7812500000000006,155.3
269,26.9,0.6062499999999994,155.2
270,27.0,-0.0875000000000008,155.1
271,27.1,1.2124999999999981,155.0
272,27.2,0.4874999999999994,154.9
273,27.3,-0.2187499999999965,154.7
274,27.4,1.150000000000001,154.8
275,27.5,0.9500000000000014,154.6
276,27.6,0.2625000000000024,154.5
277,27.7,1.08125,154.5
278,27.8,0.4562500000000008,154.5
279,27.9,-0.06875000000000381,154.2
280,28.0,1.406249999999997,154.0
281,28.1,0.5999999999999983,154.0
282,28.2,1.0875000000000008,153.9
283,28.3,0.7812500000000008,153.8
284,28.4,0.012499999999996198,153.7
285,28.5,1.1749999999999987,153.6
286,28.6,0.5375000000000011,153.5
287,28.7,-0.08124999999999999,153.4
288,28.8,0.9874999999999983,153.3
289,28.9,1.0562499999999941,153.1
290,29.0,-0.18125000000000238,153.2
291,29.1,1.3187500000000014,152.4
292,29.2,-0.11874999999999958,152.9
293,29.3,1.0875000000000035,152.5
294,29.4,0.9624999999999976,152.6
295,29.5,0.23124999999999818,152.7
296,29.6,1.0062500000000036,152.6
297,29.7,-0.1937500000000041,152.7
298,29.8,1.1937500000000012,152.3
299,29.9,0.2999999999999965,152.1
300,30.0,0.3124999999999981,152.1
301,30.1,1.2562499999999988,152.0
302,30.2,0.5812499999999958,151.9
303,30.3,1.1250000000000029,151.8
304,30.4,0.6499999999999995,151.8
305,30.5,0.7499999999999992,151.6
306,30.6,0.9812500000000004,151.5
307,30.7,0.18749999999999778,151.4
308,30.8,1.031249999999996,151.3
309,30.9,-0.0937500000000016,151.1
310,31.0,1.250000000000003,151.2
311,31.1,-0.07499999999999907,151.0
312,31.2,1.3187500000000014,150.9
313,31.3,0.5874999999999966,150.8
314,31.4,0.7687500000000046,150.7
315,31.5,0.8812499999999978,150.6
316,31.6,0.09999999999999701,150.5
317,31.7,1.2124999999999955,150.4
318,31.8,0.4749999999999982,150.3
319,31.9,1.2187499999999991,150.2
320,32.0,1.1125000000000014,150.2
321,32.1,0.03749999999999419,150.0
322,32.2,1.4124999999999979,150.2
323,32.3,0.3812499999999963,149.8
324,32.4,1.193750000000004,149.7
325,32.5,0.3624999999999994,149.6
326,32.6,0.26875000000000315,149.5
327,32.7,1.0937500000000042,149.3
328,32.8,0.24374999999999972,149.3
329,32.9,1.174999999999996,149.2
330,33.0,1.1937500000000063,149.1
331,33.1,0.5250000000000048,148.9
332,33.2,0.8437499999999981,148.9
333,33.3,1.4249999999999938,148.8
334,33.4,0.687499999999999,148.8
335,33.5,0.018750000000002487,148.6
336,33.6,0.8312499999999995,148.5
337,33.7,1.2687500000000005,148.4
338,33.8,0.7062500000000016,148.4
339,33.9,-0.11249999999999866,147.9
340,34.0,1.3187500000000014,148.1
341,34.1,0.7999999999999976,148.1
342,34.2,0.11875000000000491,147.9
343,34.3,1.4562500000000038,147.8
344,34.4,0.38750000000000273,147.7
345,34.5,0.9374999999999999,147.5
346,34.6,0.6562500000000003,147.5
347,34.7,0.23749999999999638,147.4
348,34.8,0.9250000000000032,147.3
349,34.9,0.293750000000001,147.2
350,35.0,1.318750000000007,147.1
351,35.1,0.6437500000000039,147.0
352,35.2,1.2250000000000023,147.0
353,35.3,0.8499999999999991,146.8
354,35.4,-0.0062500000000008105,146.8
355,35.5,1.2687500000000003,146.6
356,35.6,0.2625000000000023,146.5
357,35.7,1.7124999999999968,146.4
358,35.8,0.4999999999999958,146.3
359,35.9,1.381249999999999,146.2
360,36.0,0.9249999999999978,146.1
361,36.1,0.1437500000000027,145.9
362,36.2,1.3312499999999978,146.0
363,36.3,0.7499999999999966,145.6
364,36.4,0.21250000000000108,145.8
365,36.5,1.2312499999999953,145.6
366,36.6,0.01874999999999699,145.8
367,36.7,1.3999999999999961,145.3
368,36.8,0.03749999999999948,145.4
369,36.9,-0.006250000000000894,145.1
370,37.0,0.4312499999999976,145.1
371,37.1,1.0124999999999986,144.4
372,37.2,1.3500000000000028,144.6
373,37.3,0.1437500000000029,144.8
374,37.4,0.7187499999999979,144.3
375,37.5,1.6124999999999972,144.6
376,37.6,0.4249999999999995,144.7
377,37.7,0.9187500000000027,144.3
378,37.8,0.4125000000000006,144.7
379,37.9,1.0124999999999988,144.2
380,38.0,0.9250000000000009,144.1
381,38.1,0.5874999999999967,144.0
382,38.2,1.0250000000000032,143.9
383,38.3,0.8937499999999994,143.5
384,38.4,0.3312500000000006,143.4
385,38.5,1.0437499999999975,143.6
386,38.6,0.11874999999999952,143.4
387,38.7,1.2312500000000006,143.6
388,38.8,0.27499999999999847,143.3
389,38.9,1.4687499999999942,143.2
390,39.0,0.3000000000000019,143.1
391,39.1,1.3250000000000022,143.1
392,39.2,0.4625000000000018,142.9
393,39.3,1.5249999999999964,142.8
394,39.4,0.7437499999999957,142.7
395,39.5,0.9000000000000002,142.6
396,39.6,1.3312499999999927,142.5
397,39.7,0.7687500000000047,142.4
398,39.8,0.5750000000000004,142.3
399,39.9,1.4000000000000015,142.3
400,40.0,0.26250000000000223,141.9
401,40.1,1.5062499999999994,142.1
402,40.2,0.2499999999999952,141.9
403,40.3,1.4875000000000025,142.1
404,40.4,0.5500000000000025,141.5
405,40.5,1.387500000000005,141.5
406,40.6,0.312499999999998,141.5
407,40.7,1.6375000000000004,141.4
408,40.8,0.012500000000001676,141.3
409,40.9,1.4625000000000044,141.2
410,41.0,0.218750000000002,141.1
411,41.1,1.5562500000000006,141.0
412,41.2,0.2624999999999969,140.6
413,41.3,1.5874999999999992,140.8
414,41.4,0.656250000000006,140.9
415,41.5,1.4187499999999984,140.8
416,41.6,0.6874999999999991,140.5
417,41.7,1.5187500000000012,140.4
418,41.8,1.0874999999999981,140.4
419,41.9,0.9374999999999999,140.4
420,42.0,1.0999999999999943,140.1
421,42.1,1.3562499999999984,140.0
422,42.2,0.3249999999999998,139.9
423,42.3,1.181249999999999,139.8
424,42.4,0.5000000000000041,139.8
425,42.5,1.3874999999999997,139.8
426,42.6,1.1812499999999968,139.8
427,42.7,0.7875000000000016,139.8
428,42.8,1.5437499999999988,139.3
429,42.9,0.4500000000000002,139.1
430,43.0,1.4187500000000037,139.2
431,43.1,0.4687499999999971,139.0
432,43.2,1.0937499999999987,138.9
433,43.3,1.2749999999999986,138.8
434,43.4,0.7375000000000004,138.7
435,43.5,1.6499999999999968,138.6
436,43.6,0.9124999999999968,138.5
437,43.7,0.5187500000000038,138.4
438,43.8,1.6624999999999985,138.2
439,43.9,0.39374999999999816,138.3
440,44.0,1.6062499999999962,137.9
441,44.1,0.29375000000000107,138.1
442,44.2,1.6437499999999958,137.9
443,44.3,0.4062499999999998,138.0
444,44.4,1.7374999999999976,137.7
445,44.5,0.39374999999999793,137.6
446,44.6,1.6437499999999958,137.5
447,44.7,0.3875000000000025,137.4
448,44.8,1.6624999999999983,137.3
449,44.9,0.8750000000000022,136.9
450,45.0,1.675000000000003,137.2
451,45.1,0.831250000000002,136.9
452,45.2,1.6749999999999998,137.2
453,45.3,0.012499999999996292,136.8
454,45.4,2.1374999999999966,136.7
455,45.5,1.1125000000000014,136.5
456,45.6,1.2749999999999957,136.5
457,45.7,1.2750000000000008,136.2
458,45.8,1.1062500000000006,136.2
459,45.9,0.9624999999999979,136.2
460,46.0,0.9000000000000002,136.1
461,46.1,1.5937500000000058,136.0
462,46.2,1.4437500000000019,135.9
463,46.3,0.5249999999999937,135.8
464,46.4,1.4625000000000044,135.7
465,46.5,1.7124999999999995,135.6
466,46.6,0.431250000000003,135.5
467,46.7,1.6875000000000018,135.3
468,46.8,0.5000000000000013,135.4
469,46.9,1.8749999999999993,135.2
470,47.0,0.643750000000004,135.1
471,47.1,1.793749999999997,134.9
472,47.2,0.8562499999999997,135.0
473,47.3,0.6437500000000043,134.5
474,47.4,1.849999999999996,134.7
475,47.5,0.8874999999999984,134.7
476,47.6,0.7937499999999996,134.7
477,47.7,1.7750000000000024,134.4
478,47.8,1.075000000000002,134.3
479,47.9,1.087499999999995,134.2
480,48.0,1.5562499999999952,134.1
481,48.1,0.5437500000000016,133.9
482,48.2,2.037499999999999,134.0
483,48.3,0.32499999999999984,133.8
484,48.4,1.1624999999999972,133.7
485,48.5,1.7187499999999978,133.4
486,48.6,0.8124999999999994,133.5
487,48.7,1.8062500000000012,133.4
488,48.8,0.7125000000000027,133.5
489,48.9,1.887500000000001,133.2
490,49.0,0.8874999999999931,133.2
491,49.1,1.9249999999999954,133.0
492,49.2,0.47500000000000336,132.9
493,49.3,1.6937500000000025,132.7
494,49.4,0.549999999999997,132.5
495,49.5,1.6749999999999998,132.7
496,49.6,0.631249999999997,132.5
497,49.7,1.6437500000000012,132.3
498,49.8,0.5750000000000005,132.3
499,49.9,1.987499999999998,132.2
500,50.0,0.5812500000000014,132.1
501,50.1,1.5937500000000004,131.9
502,50.2,1.7062499999999987,131.9
503,50.3,0.8124999999999967,131.8
504,50.4,1.2812499999999964,131.7
505,50.5,1.6500000000000024,131.4
506,50.6,1.6999999999999982,131.4
507,50.7,0.5687499999999996,131.5
508,50.8,1.4000000000000017,131.3
509,50.9,1.1562500000000016,131.2
510,51.0,1.3687499999999975,131.1
511,51.1,1.2437500000000026,131.0
512,51.2,1.46875,130.9
513,51.3,0.6562499999999978,130.7
514,51.4,1.5499999999999996,130.7
515,51.5,0.7749999999999999,130.6
516,51.6,1.18125,130.6
517,51.7,0.9000000000000001,130.6
518,51.8,1.6500000000000021,130.3
519,51.9,0.687499999999999,130.2
520,52.0,1.912499999999999,130.0
521,52.1,1.0999999999999996,130.1
522,52.2,1.9937499999999988,129.9
523,52.3,0.8812499999999975,129.8
524,52.4,1.8624999999999978,129.7
525,52.5,0.6562500000000004,129.7
526,52.6,1.9437499999999976,129.5
527,52.7,0.6062500000000045,129.4
528,52.8,2.0625000000000027,129.3
529,52.9,1.0750000000000017,129.2
530,53.0,1.625000000000004,129.0
531,53.1,0.8874999999999985,129.1
532,53.2,1.9250000000000007,128.9
533,53.3,1.087500000000004,128.8
534,53.4,1.987499999999998,128.4
535,53.5,0.8187500000000058,128.7
536,53.6,1.831249999999999,128.4
537,53.7,1.781249999999998,128.4
538,53.8,0.9687499999999986,128.0
539,53.9,2.0374999999999988,128.3
540,54.0,1.037500000000002,128.0
541,54.1,0.9687499999999987,128.0
542,54.2,1.856249999999997,127.5
543,54.3,0.9312499999999988,127.8
544,54.4,1.9999999999999998,127.5
545,54.5,0.9812499999999998,127.7
546,54.6,2.1187499999999995,127.5
547,54.7,0.6499999999999995,127.6
548,54.8,1.9749999999999965,127.4
549,54.9,0.7874999999999988,127.7
550,55.0,1.443749999999997,127.0
551,55.1,2.0187500000000025,127.0
552,55.2,1.0374999999999968,126.9
553,55.3,1.9687500000000062,126.8
554,55.4,0.7812500000000008,126.7
555,55.5,1.9062499999999987,126.4
556,55.6,1.5750000000000004,126.5
557,55.7,1.2562499999999983,126.7
558,55.8,2.256249999999996,126.3
559,55.9,0.7812500000000007,126.2
560,56.0,1.8749999999999993,126.1
561,56.1,0.8687500000000014,126.0
562,56.2,1.9375000000000022,125.9
563,56.3,1.7375000000000003,125.8
564,56.4,1.4812500000000013,125.7
565,56.5,1.9187500000000024,125.6
566,56.6,1.262500000000005,125.5
567,56.7,2.024999999999995,125.1
568,56.8,1.3812500000000045,125.3
569,56.9,2.0625000000000027,125.0
570,57.0,0.9437500000000003,125.3
571,57.1,2.262500000000002,125.0
572,57.2,1.1874999999999944,125.3
573,57.3,2.056250000000002,124.8
574,57.4,1.275000000000001,124.6
575,57.5,1.5687499999999996,124.7
576,57.6,1.88125,124.7
577,57.7,0.9874999999999983,124.5
578,57.8,1.475000000000001,124.2
579,57.9,0.7937499999999968,124.3
580,58.0,2.3249999999999997,124.0
581,58.1,0.7687499999999936,124.1
582,58.2,2.1249999999999973,123.9
583,58.3,1.206250000000003,123.8
584,58.4,2.181250000000002,123.7
585,58.5,0.906250000000001,123.6
586,58.6,1.6437499999999954,123.3
587,58.7,1.0125000000000015,123.4
588,58.8,1.6437499999999958,123.3
589,58.9,0.9562499999999995,123.4
590,59.0,2.0000000000000053,123.1
591,59.1,0.7562499999999972,122.9
592,59.2,2.075000000000004,123.0
593,59.3,1.2812500000000018,122.8
594,59.4,2.1999999999999993,122.6
595,59.5,0.9625000000000085,122.7
596,59.6,2.0312500000000013,122.4
597,59.7,1.275000000000001,122.5
598,59.8,2.081250000000005,122.3
599,59.9,1.1687499999999977,122.2
